setid,appNumbers
f4f307a0-88b5-4740-b198-35edef954bf1,141443
4262802d-a171-4439-baa1-dd88e5dded7b,141322
2af7f7e6-1cf8-4127-9493-30f25aa020e3,200496
65dfe2b4-982d-4ffe-acad-165a50de6d0b,200482
040cd8ea-5c01-4eda-b36a-5427e5a7bdef,141327
84506621-8429-4b65-a7b4-1c9375dcbd89,141326
31f0a4ec-2a29-4de5-971b-633e109b276d,141275
5d1e9d53-5b39-4f17-a9a6-c9fa5bbd23fe,200657
d8ab8c22-4667-4577-a0b7-166c86477a4e,141298
d1e6d934-17fc-4c05-8bd5-7a7f7ccd4908,200846
94e39b37-5a8d-400b-bf86-d11301f0e9df,200508
a7335bfe-db82-4ff5-8072-1844110f752d,200455
4ad34f81-65e1-4858-8928-50af8bcb3db9,141328
e1fe9ecd-088b-4ed0-af3a-14c06bb4b38c,141339
bcb5b01b-b5bb-46a9-b844-2a9799013325,
647f026c-bd3c-4596-8f85-865c54c295c1,141340
190e55f2-7390-4b9c-a26c-56cf26ea13a7,
f412f5c3-5ba8-43c2-8920-510f34e67f53,141342
da771fe5-e7dc-4eec-8827-778879811e49,200494
bc23bafe-9f6e-4253-84d1-3ff69b0a1f05,141344
bc52d6c2-34d7-428e-8853-a4bcbe5b6310,141334
47f70173-a1d9-4156-9a7f-0f296e5dd64b,141329
99642708-0a9f-4ff0-bc08-f2b18691927e,141218
3bb654ae-558d-42d9-9a0d-640a86ab3046,200550
28e3ce6c-fb4a-45a9-bd1d-74b1c61005b7,034393
461175db-6d23-4552-abbc-45373c0b7d48,141431
88a149f0-8a44-48d1-a5df-35b1fd1559a1,141431
d3489ebc-9900-4377-9a8b-98ae7c38ebd2,141277
5f82633e-bdf5-46cd-93fa-13861d303e51,200481
a2e8b680-d37c-43f9-a8f1-87a4f5524d78,200557
486263b6-d642-415e-90fe-372faf87d297,141438
967d4ab9-dde4-4c61-b459-809132ac7c50,200582
ece3cea4-7011-4c0e-9d4a-4e8c14486da7,200591
3395bb4d-e032-4c16-81cf-d8f364033bb8,141434
f789f1d1-9c9f-464b-8df5-4c24f486966a,141435
9bd1d059-68a6-459f-9f79-2fcd97c952d6,141440
044385d5-c9eb-4a44-9ffd-2b68092262fe,141543|141244
c3854cc3-7a81-4634-890d-0840385d4b87,141349
258f413b-95e0-4082-a150-85af60b2af80,141244
165bff99-d977-4ea4-b7e2-31ac694ad05e,200523
8c6ceef9-eee3-4a8f-9126-6dc8d96d1f1c,141437
6656444b-c4d8-48de-9548-fa61f2039d78,200573
3eb6b1d3-4485-4b25-aaab-92de9b2fb322,141418
88b14634-f62a-4073-93b3-002f886c3aaa,141454
2c9b766a-c36b-44aa-bbd8-24fab24ca97c,141444
0f83bcf4-7e89-479f-a980-4cb40456ee78,141521
91fc9ba1-35e6-4e37-8c37-c5e40699bd5b,141452
4c9900f8-c878-4729-967c-7ca4e4750203,141261
533980f2-a414-4ca1-9012-567f55f9abb3,141261
979ab26c-c76a-4741-ac2b-03591255ae4e,200432
3496dc07-5a99-44ee-b129-a8eb27175e86,141427
cc36144d-c62f-432d-bdac-10c0366a0866,141453
09658aaf-dd0f-462c-8a76-538be39b4689,122272
81af05f2-3c00-490d-aef1-3ae287251923,096298
c43ead13-0965-499d-8a94-1fb566325fc3,096298
dd4b2577-e679-4949-92ce-d40082abb0e3,096298
d5fd7fd6-b5d8-4ada-adfd-6858343f7e30,
1e674ca6-0134-4740-9f9d-6b87a77e6e0b,138938
9aaa1a5f-2234-4de8-8d9a-43a5ce5bfaca,138938
eb83ae41-c32b-47dd-8459-506b33ccb6ba,200026
412cb3e9-53dc-4068-a1ab-00b771112f88,140269
fa5d5382-280d-48f2-8105-304bb6a0f284,138952
b6fed070-b398-4348-9927-9891f78c7c31,140338
567de37c-c9da-46e7-8347-01a832ee21b2,141186
888b1dde-fc9b-4022-b24b-7162da32e4e2,141188
c030ec95-1397-4e24-a8a4-ad325af0bfdc,141439
a38cc5c6-93e8-4c90-aabc-33bc8423beab,141455
48b0f54c-57ee-445b-9f53-817cfaba38ad,141221
0a403b74-72be-4f90-a069-d747caea1247,141457
549bb884-0aca-411f-af8a-04b2f4845cbc,111607
22478d32-01c1-4d90-b220-e5fe13d3188e,141215
f92c6521-4912-4796-bed5-7a1694984e04,200536
5a53a2e2-90ae-42ee-93f0-a53d065a5ea2,200467
0fa8644b-ebf8-4fb4-9040-f47ad5b13ca8,141461
1e315472-9dab-4770-9142-775c6a980e1f,141222
e3bf8a88-4330-440b-b6a5-9b3762771986,141474
11390c49-29fc-4c83-af66-123cbf22d759,200610
8339b394-4339-422a-b1c9-23bc6b41ba69,200618
ba40ef7d-566c-4589-9ceb-8d1bd9bbf5ef,200061
36bbe8d4-854b-4a7b-a259-589a0ec4611e,200029
1e025933-a354-4cda-84a1-0a0fa81c228a,141227
8426070c-2c86-4bfb-90b6-02b5aa4e0b3f,200620
e3c9b97e-a025-47e8-83e7-b7e66522c800,
1a3188f0-8eb8-42db-b8fb-1b1eb659065d,200621
60ed5a69-e07d-404f-9f96-3ff732815711,
858926e9-457e-47c2-b7c4-2d1c6bb13ea8,141228
73ab8cac-5735-4e80-8fef-01c424939ab4,141230
e6d96ec6-04a4-4986-ac9d-82aa79b28bd4,141230
c935006b-bd95-4692-8cfd-722b3b072271,141232
12264d46-0eb5-4a2d-a972-4230ed4fd771,200050
05196313-2371-45ad-a6fb-6269f8ef94c5,141151
cbcc7b04-f3ab-4f3e-a38f-dcdc313e1b8a,141502
8032a1ae-d192-4514-80f1-9a3b50dc2155,141152
e8b1e43c-5227-4a20-a052-c68418b42261,200069
666f7764-39ac-459b-a5cd-4aeb1a757946,141235
9922e056-dcb0-46fd-bb56-9863bb0a189e,141209
4472644f-edc1-4a4f-8506-888bd8ad895a,141236
35017960-b3c3-4e05-803c-e4a8b7009d83,141238
eea5a063-8583-4f9b-8377-aa4c7e9fd302,141239
25ddc8fa-3f23-4786-af2f-db8135d73b09,141240
eced868b-c101-425a-8c5c-1a23ea43152f,141203
e3a12f6e-a2e5-4ae9-9c19-e5def8d44bec,200563
30d68d51-58a9-4754-a211-6991cda91263,039729
759ea434-ac1e-4a7b-98d0-5fbd78193ddc,011116
780d4fd2-cf14-412e-af80-4c3e78b03732,200030
cf7dffb5-d13f-4410-b94d-97eff6e492b2,200038
5ff9fdb7-554f-4f91-8cfc-6d05094384c6,141481
f436a826-9f5b-4269-b4ec-97d5522eaca6,141501
60cc30c1-ac02-46e1-8c04-5e8f15a18cee,200130
816dc04f-6106-47c8-a7d5-34e2d542b212,200129
e72acc18-dd73-4c76-92af-635d754cf209,200372
17ee6e77-7996-4c60-8739-22a4b0d2e103,200624
0b4cad4e-df2a-4192-aee1-5d75c756632a,200134
2f9b9422-46ad-42ac-adce-aa371db710e0,200165
9ad8eb8a-7c65-4746-9c03-1d6136b5892c,034621
c3ff7e14-8232-40df-a5c8-60f98f5c1025,034478
9bc44a48-ff45-468a-a60d-c490a667d91d,200541
c6b36cad-cd9b-4b35-864a-d85990276c27,035805
c885b1d9-db06-47fb-bdb0-4015e06ce08b,200071
03902b8d-4f0a-450c-9862-99576dd4ff67,141246
035591d2-ed6d-43ef-b0c2-10526d88b8e9,200073
d22c22fc-d530-423c-8d78-ca95fe195ba1,141207
7cc75f51-0245-4895-999b-e618b0fcd844,141210
631a7444-8652-4bbd-907e-87f6b32cbac7,141508
b0c09fde-ee94-4ab4-9bd8-854eb96ec598,141508
ea41ec41-0514-4a24-bec7-d1bb06f5d4ea,141163
e9a5e004-10d6-4468-bde2-be7486ad1c0a,
df49e55f-c531-4ac8-8dc2-58dbb3291cdf,041061
ca78caf5-2b47-46c1-abec-0f925b39f455,141219
c27c35d7-07e1-47d4-97cd-ed1fb17750ce,141213
ed2227e6-8c69-4057-a8b2-94f74cb11264,141213
2b7390eb-8344-4f7c-aa8f-2081539ae55b,200033
77f50892-5b14-4a0d-bb95-4d800e7bcfa9,200033
57b9cf1d-2b3f-4899-ae27-5c526527bc8a,140863
ef0786ec-7a7e-4033-a031-fc8a75e94cff,140863
bd4fe190-eec0-4e6e-a267-babf1934f845,200185
76f4edc6-a841-4f93-abf1-db72251d1282,141175
ca2fb6ba-f65c-44f2-ac7a-33c06a872477,135771
d9d14df1-ec72-46f1-ad3b-f90547088ff5,131310
d6be661d-58e3-4a9b-afb3-3819ba7544e9,200627
274ea16e-3f79-4a9f-878c-08fbbbab76de,032704
e1af9ef3-c30d-4c9b-930e-49213621ec73,038281
b1ac0728-ab91-4eb6-9e19-3f84a7f58d7d,032704
d68222f7-b796-7b27-e053-2995a90a2efe,
3590d417-272b-ae4d-e063-6394a90a5dc6,
d659f747-9790-8bd6-e053-2995a90ae793,
29e55c30-9458-49e0-b37d-ea40f3020cfe,200629
4a2567ca-26b9-4078-b3e3-4695f50899b4,
5626b9a9-df77-48c0-83fc-710a41f64b44,200616
42dc3173-26a4-4bfe-aec2-2111321185c1,200429
286ab101-b133-427b-902f-1a56bea44a23,200637|141203
64b63fb0-dc96-4b6e-9b7b-a6ad8a6fae54,200598
9f1b7ce6-0733-47fa-8a14-a29a4d026992,012204
9a1de5c6-4fe3-4e08-b055-d6ecac94b4d4,011403
5de35de9-7db4-49da-be31-6788fe8558e4,015433
93180485-e5be-4ee3-8f61-3a250761a542,200639
b7f7f07a-58e4-4d0e-bbe4-48ecedf5d4a8,200635
f03bea2c-43c3-4963-a9bc-c8a09b708d76,040209
6700ae6b-ab71-422b-ada6-e5da0be22f2a,200663
5d21b656-c84b-4779-8e6e-e59138bbaee2,200615
e7b8b1c4-b1d2-48f8-9a85-9a9a17ccba69,200638
dfd55764-a280-45a0-a430-405ee7d7df40,042633
8fbd0773-6645-4235-9ef2-56edf9c7fb83,
4ae0564a-6c03-4848-88d0-621943d94ea1,045512
2f144e29-0de8-4a1e-b8b5-4ae2b3cb290b,200614
126e15d3-d422-47e5-8a12-ed69e426b544,200733
c01906fa-2c73-4c13-9765-2fd06628d263,
c1c092ca-f463-4076-b351-7aa0a02512d0,200670
012d46f1-d0a0-4676-a879-cd320297ab16,
b5640fc6-76d8-428d-80e6-760d769af8bb,
ba7b9199-4710-4189-a85d-77ed75befe4d,
049b289b-3813-4d06-90d7-0d31c0b34977,055098
bb1ce9d8-bd98-43e9-a773-2ba991f07e59,
38632b3f-293e-42c9-be78-81909570f21a,047956
b9f716a4-a0b3-4fd1-b5f7-b3556bdd4c89,200673
541997a0-b77c-4345-859a-59d766599580,039417
6870b889-7328-4b7c-bb03-3778e4447225,141060
7d7d10c9-2a23-41f2-947e-f8371171e25b,200674
8c74a8ed-40d0-4ccf-890a-a917f36e0b34,200679
66d9f7c6-7ad4-4738-8189-6361b2348b10,200682
3f843d3a-7250-4d3b-bd15-e8e32c9ddaae,200399
9c51ecb5-1afe-43dd-9ba6-197a9b0f98e3,035688
3943cf4e-5b0e-461e-931e-f855a43f96d5,035805
826300ef-ec81-41c8-8184-ad74fe2ab11d,200327
78c3cf22-9151-4f39-a857-d103eca12c93,055099
d342d015-0775-4f4a-98fe-e792b9895596,055101
ac236e67-f9b0-462d-886a-b7dac45dab89,141538
3c088145-0f3e-4fb6-9b46-d53344de1b82,200687
56739049-f201-4a33-abcf-6d9fe2e02271,055054
0116d56d-53f8-429e-b0fc-5319af7fe903,065010
2897e83b-6282-4e0c-bd8e-f389871259b2,055059
2dcbe68c-7297-4a78-948b-5e7c6b72cafc,138255
0fc4b59b-30b4-480f-bad9-460e30209a35,055069
be4beb9c-f39b-4b23-9c35-f72a049a3250,141536
8f80a779-0914-4fc5-8768-4393af34353a,200692
61be8261-ac3d-418a-a414-62c64d9eacc0,055030
b47d3012-7b53-4ce8-aa05-1cb8bb583b8f,141542
93a1c84d-536e-45cc-9324-c0367746af3f,
f200780c-8532-43e3-bc97-c901ebddb1da,
ad3f6af5-2830-4202-abe4-9ef9018eafa7,200251
00cfb834-affb-4550-8648-69dbbef11b63,200699
c1b363d1-1926-4356-8e03-7ec2cb967e5b,200625
d35855b4-e144-4117-9961-bc9bcff7d5e1,200253
ca119a89-2394-4d34-8078-cd1fa4e8e2f1,
f4a55d55-97e4-4468-a9f7-8ffe5ae22514,200700
f6c26118-53fd-44da-ada1-b37238cf1922,200701
5b36e345-fae9-40ea-a069-6fefba92a89f,141545
